deckname;value;avglbl;BEAST;DINOSAUR;MAGE;ROBOT;SCIENTIST;SPIRIT;WARRIOR;ZOMBIE;MINION;DRAGON;ELEMENTAL;PLANT;SPELL;HEALING;MOVEMENT;ARMOR;ACTIVATION;FREE;FREE HEALING;FREE DESTROY;FREE UPGRADE;FREE SELFDMG;FREE SPELL;FREE REPLACE;FREE MAGE;UPGRADE;REPLACE;DAMAGE;SELFDAMAGE;DESTROY SYN;DESTROY MIN;REDEPLOY;REACTIVATE;STEALTH;AGGRO;DESTROY OPP;FACEBURN;LIFE GAIN;DISRUPTION;SILENCE
The Creeping Hell Protectors|Vindicators of Sobbing and Baking;0.0000;6.0000;0;2.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;1.0;0;0.5;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|Brigade of Druid and Weird;0.0000;6.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;1.0;0.5;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|Sparky's Attentive Combatants;0.0000;8.0000;0;0;0;0;4.0;0;2.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;2.0;0;0;0;0;0
The Creeping Hell Protectors|The Serious Silver Soldiers;0.0000;3.0000;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Sorcerers of the Oratek Eruptor;0.0000;8.0000;0;0;0;0;0;0;1.0;2.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0.5;0;0.5;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Farmers of the Spiky Tunnels;0.0000;4.0000;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;0
The Creeping Hell Protectors|The Masters of Swearing;0.0000;8.0000;0;1.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;1.0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Quantums of Metal and Faith;0.0000;13.0000;0;0;0;0;2.0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;4.0;0;2.0;0;0;0;0;1.5;0;0;0;6.0;0;0;0;0;0
The Creeping Hell Protectors|The Phalanx of Everflow Treefolk;0.0000;8.0000;0;1.0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Champions of the Whisker;0.0000;10.0000;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;1.0;2.5;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Overseers of Sparky;0.0000;8.0000;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;2.0;0;0;0;4.0;0;0;0;0;0
The Creeping Hell Protectors|Doctors of Tatoo and Comparing;0.0000;10.0000;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0.5;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Hermit Spiders;0.0000;12.0000;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;2.0;0;4.0;0;0;0;0;0;0;0;0;0;0;1.0;1.5;0;0;1.0;2.0;0;0;0;0;0
The Creeping Hell Protectors|The Host of the Confident Miracles;0.0000;4.0000;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0.5;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Pondering Iron Advisers;0.0000;11.0000;0;0;0;3.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;1.0;2.0;0;0;0;4.0;0;0;0;0;0
The Creeping Hell Protectors|The Company of Botany;0.0000;8.0000;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;1.0;1.5;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Raiders of Leading Capitals;0.0000;13.0000;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;4.0;0;0;0;0;2.0;0;0;0;0;1.5;0;0;0;6.0;0;0;0;0;0
The Creeping Hell Protectors|The Monks of the Great Quitting Fire;0.0000;2.0000;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Mice of the Fierce Fur;0.0000;7.0000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0
The Creeping Hell Protectors|The Senseis who became Champs;0.0000;6.0000;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0.5;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Protectors of the Saving Herbs;0.0000;7.0000;0;0;0;3.0;1.0;0;0;2.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;2.0;0;0;0;0;0
The Creeping Hell Protectors|The Professing Watchdogs;0.0000;6.0000;0;0;0;3.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0.5;0;0;0;2.0;0;0;0;0;0
The Creeping Hell Protectors|The Fleeing Feasting Brother Flock;0.0000;6.0000;0;0;0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;4.0;0;0;0;2.0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|The Squadron of the Fire;0.0000;7.0000;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;2.0;1.0;0;0;0;0;0;0;0;0;0;0
The Creeping Hell Protectors|Outfit of Camping and Waving;0.0000;7.0000;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;2.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0
The Mixing Figment Collectors|The People of Bearing;0.0000;16.0000;0;0;0;0;0;0;0;0;1.0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0
The Mixing Figment Collectors|The Creeping Hell Protectors;0.0000;9.0000;0;1.0;0;0;0;0;0;2.0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0.5;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|Venom's Fifth Swarm;0.0000;8.0000;0;3.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Tentacles of the Diseased Bone;0.0000;19.0000;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0.5;2.0;1.0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Sentrys of Failure Faith;0.0000;11.0000;0;0;0;0;0;0;0;0;1.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;0
The Mixing Figment Collectors|The Omnivore Brutish Herders;0.0000;10.0000;0;1.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0.5;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Simple Lords;0.0000;15.0000;0;4.0;0;0;0;0;0;0;0;0;0;0;7.0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|Army of Alpha and Curing;0.0000;12.0000;0;1.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;2.0;0;0;0;0;0
The Mixing Figment Collectors|The Mothers of the Plutonium Echo;0.0000;6.0000;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0
The Mixing Figment Collectors|The Hurting Demons Larvae;0.0000;16.0000;0;0;0;0;0;0;0;0;0;0;0;0;9.0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Aunts of Bleeding Brightsteel;0.0000;13.0000;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0.5;0;0;0;4.0;0;0;0;0;0
The Mixing Figment Collectors|The Liches of Rebirth and Duskmaw;0.0000;13.0000;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0.5;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Opening Sisters Liches;0.0000;18.0000;0;0;0;0;0;0;0;2.0;0;0;0;0;11.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;1.0;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|Brigade of Druid and Weird;0.0000;7.0000;0;2.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|Sparky's Attentive Combatants;0.0000;9.0000;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0
The Mixing Figment Collectors|The Raiders of Hound and Mask;0.0000;17.0000;0;0;0;0;0;0;0;5.0;0;0;0;0;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;2.5;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Serious Silver Soldiers;0.0000;8.0000;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Farmers of the Spiky Tunnels;0.0000;11.0000;0;3.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0
The Mixing Figment Collectors|The Sixth Barb Band;0.0000;18.0000;0;0;0;0;0;0;0;6.0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;3.0;0;1.5;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Quantums of Metal and Faith;0.0000;17.0000;0;0;0;0;0;0;0;0;0;0;0;0;12.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;6.0;0;0;0;0;0
The Mixing Figment Collectors|The Phalanx of Everflow Treefolk;0.0000;10.0000;0;2.0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Champions of the Whisker;0.0000;10.0000;0;2.0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Overseers of Sparky;0.0000;11.0000;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0.5;0;0;0;4.0;0;0;0;0;0
The Mixing Figment Collectors|The Savants of the Ending Predator;0.0000;17.0000;0;0;0;0;0;0;0;2.0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;2.0;1.0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Hermit Spiders;0.0000;12.0000;0;3.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;2.0;0;0;0;0;0
The Mixing Figment Collectors|The King Varna Generals;0.0000;15.0000;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;1.5;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Pondering Iron Advisers;0.0000;11.0000;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0.5;0;0;0;4.0;0;0;0;0;0
The Mixing Figment Collectors|The Company of Botany;0.0000;9.0000;0;1.0;0;0;0;0;0;0;0;0;0;0;5.0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Raiders of Leading Capitals;0.0000;18.0000;0;0;0;0;0;0;0;0;0;0;0;0;10.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0
The Mixing Figment Collectors|The Mice of the Fierce Fur;0.0015;13.0000;0;1.0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;1.0;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Protectors of the Saving Herbs;0.0000;9.0000;0;0;0;0;0;0;0;0;1.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0
The Mixing Figment Collectors|The Crossing Soul Hags;0.0000;15.0000;0;1.0;0;0;0;0;0;2.0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0.5;0;0;0;0;0;0;0;0;0
The Mixing Figment Collectors|The Professing Watchdogs;0.0000;6.0000;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0
The Mixing Figment Collectors|The Group of Brass Conspiracies;0.0000;17.0000;0;0;0;0;0;0;0;3.0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;2.0;0;0;0;0;0;0;0;0;0
